Unique accounts	Number of txs	Sum Ethers	Average
0x52022b478aeb37e7f759ba7e8cbda22836265ce7	1	4.771	
0x8d07355b59ab5c326889b49147ce303ff758885e	1	3.74	
0x52114acdb5b079547d29200f335f65a704fc5e89	1	3.1	
0x8d1423e0d2d87ec1cde35cfff857be8009beba9e	1	5.6	
0x5235e644b50ec8b04a210fc274dc8f1fd0a71cc9	1	2.99	
0x8d3a9a75e8dc2bb78cc47683ef7eef22ec22ddd2	1	20	
0x525415edffa8935bb8eed538c4c224f9fbd24a18	1	45	
0x8d8b9c82756803391e15dcdca20f4ef9be5c787d	1	0.04055523	
0x5258f8626b7f8613a66bf7a84bd8d3ecf644cd9e	1	1	
0x8dc0a23bff4668f5679bb298939259d03a25ca79	1	3	
0x038ef749aa216e42b88c695dd15b55b0d55cbdc9	1	0.31778275	
0x8de65e5b4a57a05a19edd88e46115ec47cacaefd	1	4.1	
0x526acfb4f2c25cabe21fc78ed6407571f8f2caf2	1	5	
0x8e00629bd241b82753dbae9054ca7925ad91cbc7	1	0.2	
0x528770ef56868d9b1cdb8d90be9bff2a4a3899f8	1	0.2	
0x8e272fb12361853db6510150ab5bbe398495f616	1	1.269	
0x528789348feecf75289336af5b847fac65aeafe7	1	4.95	
0x8e8a0af31921655bd3b63b599f85b819003a5eff	1	1	
0x528f720a5e3e644ec92bdcd9a8e2497881a4aa2b	1	0.67	
0x8eb5ee2a7bc1d3702bf928fc0763fd80d33f8854	1	80	
0x52936705d8006e333ae4f94894e5c3c5f7950d9c	1	5.53	
0x8ebf6e1881b3a84684a79b06a36e7cdd15ec0241	1	1	
0x5293919e3518fde53f4f8fdbb7be48184f3fb25f	1	14.95	
0x8ef9b0fac1e84432b07d731d286133254ebace98	1	2.99374679	
0x52c9f3c7887f4d9a9effe1ddf04365f0c7978b4d	1	0.113605488	
0x8f0ba6b9f6e967f38e8a32caba90cb1d87ed818f	1	4	
0x52ca6d4de0e848891aad8aaffcd862da678a2f90	1	1	
0x8f63af967ad30107bb1e1f03de87b8247f0bcd9f	1	1	
0x52cac565a72b1490f7bd4dda2b6ff4608f99b599	1	14.97	
0x8f9e26f52e4716eb1cefc13e183c05abce0e4a60	1	5	
0x52cba4d09054c81d79439835f445085ed860e43c	1	2	
0x8fb6c8cb7e130bc0636d2c8523766d987d2df5d1	1	0.235	
0x52eec31d3180ddb44907630a51144c667908e893	1	1	
0x8fcd5dc345664a196ebe02ac9cf48a63223b370b	1	1.95	
0x531ffa8712d61e4bbf8cf644ef7c351e4cd62c8a	1	5.0569304	
0x8fe4c2fe714f698cd8ed979e8c47034a317d59f5	1	3	
0x53203e9cdda0122e31966e52ad5ceba3c828e9af	1	3.99	
0x8ff51fd619bba1fefd404d7b25459cd38dfb7032	1	1.97	
0x532cbc68f66bb7482086a15972fa20ee3aca21c4	1	0.344	
0x8ffdf8928a446737cc9255749528278ef08876da	1	6	
0x5332d152f7747743c7546d2cc8dbd030d63f6897	1	1.199	
0x901b245b7597da3c057bb6bc363cd927949a5366	1	3	
0x53342ea5018f039933e504968fa5e4280aa1ab42	1	1	
0x903032f1f4bc94ba757ef502bc403a53fc5938c1	1	2	
0x5361ecdcb2c005e381a8ef1c4c9571a69a364d94	1	4	
0x903940ad1d8abbe1db517630add40c9b92c1ffbb	1	2.6	
0x53a098d76c9ce7151b7380bcddbb999210ef672e	1	1	
0x905a090b8f706cf22894f92a908cef3ad37c7e24	1	0.97452391	
0x53ec751286784431a2df20219d7b48671d8dc717	1	5	
0x9075f66d5527724992984dcca633886bee31be96	1	3.1	
0x54106baaf4e771bc92a3d024b32418674e05f500	1	10	
0x098707aa392a656492c7ab9bbb372041a0fb9c55	1	1	
0x54456f0ca7d0d56fe347d438ca3ebe99714534f7	1	1.36	
0x90b7a27c3e202271792225df0213a34f69ab8800	1	30	
0x54798576c7b7d6f64186ef2c8e637b671bc815fe	1	0.18458726	
0x90cb3e50c25e62241aaf03701f2e15f4a382ad03	1	0.99	
0x547a6c6d2f84224f1a819b03965cf88b1c5fcaef	1	0.131868634	
0x90f17e9ebc30514532a6ee83c6781c7c14271dc4	1	3	
0x54884a894f88c88db738b942bbf4fe1f4ca562f0	1	1.564989389	
0x910e61913990e209e9a357f145d13b67e47122a3	1	5	
0x54946a767fe7c8fc365058af870197256924a5cc	1	0.5	
0x9118c37245d3955b501160b820bf5a32519a61b6	1	0.019	
0x038ffd8e396482e9d78cdc49b16d7cb61b91c9c1	1	1.6	
0x91337a300e0361bddb2e377dd4e88ccb7796663d	1	0.06114546	
0x03af3f68a1b25e6aae5d860e053c2b22236a246e	1	0.1	
0x916090129ae8d874c0207522fe1ab6147a058eee	1	2.0865	
0x54cf0ef9998b5274e321c18679450d73afcf1a83	1	100	
0x91c693bf41ef5a99e58ab428f0ede336c8d62fb7	1	7.9624371	
0x54f51567134de1574b20345a149a88afa1f94e4a	1	104	
0x91da5ea8c1601439bfd862a0eb72eeb58877fce8	1	0.02	
0x5501dfbab10b099e17e3401fc4e76f38a0d9ddb8	1	5	
0x91f85e3f2fdd52228c94110df797cee745ba47a6	1	27	
0x55037b0974001518099d1ab3a2dd65d102d5c055	1	0.263937062	
0x92028995c0b8e0426ae660b920c50ee097d434d0	1	1	
0x55053a93cfc3b04123d48f253701a6bff573d414	1	2	
0x924160b58d300ec0ae8f2909614d9b48937ab80d	1	10	
0x5522d50f8a3fd24029b0a8de419db1b988415faf	1	0.9	
0x09a4ae1974813e26ba3f87e495df72269a3804a5	1	1	
0x552ffd1a0de671e211cb4a3e82a2f7f19996cec8	1	5.5	
0x927de83acc53be8db3b4bc045bdb9630de5b3419	1	0.1	
0x55a0b2b1a705dd09f15e7120cc0c39acb9ea7978	1	20	
0x92fbbcbcd348cb3d1b70cbae8bd791e474657be5	1	0.95	
0x55a5843d16852ea8f0762fc044851d78a767c50b	1	0.09	
0x0a242ef1972514de3b931c42e3be97fbaac5f28a	1	2.5	
0x55ac49ae8175a21bd51dc43cd00e26827e6064a2	1	4	
0x93748db44e1f5d59e8d97f3f7c9d6a946115491c	1	0.3	
0x55b7d8544d7d6de2ec625dc035c58a26d6a4b27e	1	5	
0x93a84fd71ea7f4eb44448a99801890ca05cd2563	1	0.0618326	
0x03d5ae570aadb7bdedd79c11552e0ce95ff5b2bd	1	5	
0x93f018ff950e9af1623e3c829a2da0c42e8d0d15	1	2.999	
0x55eba5ae445aaebaf13f9ff03ac1e0b5d4f8f80d	1	4.565	
0x9445ad29861a82b38f364ea46e47166cbe452ced	1	10	
0x55ffcbd4b23c4a4a4f3d7a73a924a548d2b47847	1	10	
0x9453594f9ff4acaf5ab405eaeee0cdf0d306f151	1	3.4	
0x56283f0cf361e8eb712dcc48b2bf374300a3e728	1	1	
0x94b35d942adabb3c493c58227f5e36e074fdce29	1	35	
0x56323c43ef16aab922e5bc7a3948e988df3e7b4f	1	5.5	
0x950e469d4324df968f0b69aff59ae777de8edabd	1	0.22	
0x565f81875116ee25c1e4ea1d885142139e2cbd1f	1	0.2	
0x9536f3b75b25d646e587325206f1694679ea431f	1	0.07	
0x568b314872bf4b236dc2acf485fe7375fe495d9c	1	1	
0x96137095d6f1e344406c4f5de5801726eb39c69a	1	1.8	
0x56a331aa13c963f3f57b3e474bf68316bc42c60c	1	0.626	
0x963acc96e1c79b541f8cb08f351c964cebf8a2f1	1	35	
0x56ea027a641fe596dcbfe2fc15d8f630bae86dd3	1	34	
0x96cf8d45730e6e5fe3f69eba97dedfa3f76a2037	1	5	
0x56ffff235ae2690249e16ecbcb0ea8c917bfd194	1	3	
0x97056f243f39e5d2cd7007d99af2db7960fe990b	1	2	
0x5706200898bab022457ec18236e556cd1568d824	1	1	
0x0a3bc5e0d365a60152d5ec826d3cf2b95073bd71	1	2.1	
0x572d838fd88f4edfc5d5df7d66ae1ee7d004d15a	1	0.35	
0x979419eb79d69a8e415095e1476e8aed0253aa78	1	4.95	
0x03df811c5d313e7ba9c523e36bc6bd6e1954e063	1	0.4	
0x979a4ebd037770b234af3fed692951c644c4c8e0	1	5	
0x57347d3fcb71deee70a3e25f801e1c6bb6eca135	1	100	
0x97f5cd6043f9caacb0f55a4c900964181a883052	1	1.99	
0x574c1945bd6f62d6610b0b479e45c76b04d096d6	1	4	
0x0028673fc0a9532a5c0af61ebb8369a4e5219ec0	1	5	
0x57719ecd91daffd46231cd68c97956c7a4649bdf	1	5	
0x0a6faae1f6b01c27caf99bbab37792f7916f93cf	1	65	
0x577fa2553af35908072af7fc61270fd98022002b	1	0.5	
0x0a795cb679e0a21273a22af2c4889548d240c249	1	2.998274598	
0x03eaf7ba6a2991c90aaa08be0145a7d55f99a76e	1	4.27	
0x98bae0f8de826b8b2541e8640b373a5061b80e40	1	0.125	
0x57a6f2883f06a7e6c148365ad1f095a4283ebade	1	5.97	
0x98ca0973fc870727b3c250e4f7c8cf1e310e44c8	1	2.999	
0x57d081e735bfcbea4f5a9643ef7f94eb0f6379da	1	2	
0x0aa9da08bef5269d7c76e2482b25a0f7b9ef9009	1	0.1	
0x57f33b02f9e35eb692985e258740b1fff228e28c	1	2	
0x992b4609935fe143891bfc7b69f18d12a87a9872	1	0.15	
0x03eba1212c3b6620a2cdb0dc585e04b1ce349a6c	1	0.997613098	
0x998f459c5a0295ab9afb95a75c10d345b759db40	1	0.25	
0x03fa9c2d51cdc54ec6b33646bebf1d9bfeb5a177	1	6.52	
0x99ef7e6b84140927fb27ec895dd1a535699df330	1	2	
0x583602f1d69d2a1b40ad5695712b6313a2922d4c	1	1	
0x99faf21773485ff105bd73a08806ec71b4651969	1	7.5	
0x5852931177ce60933df96d8aff9d7f781e4afb20	1	0.2	
0x9a14a2c5d0206a5b15a998a657ecf7ebdb05b8cc	1	5	
0x58575ee354ac82db475f8d0aa4c109cab9801054	1	1.2	
0x9a2ebff067a422d108c29552a6b4b88f8abe9cde	1	2	
0x588f9f894298dabf0ffca0cd85caf17d465a2f0c	1	0.5	
0x9a8b8676825678a683d8f9709d9ed9c9882bcb4a	1	2.5	
0x046593a335fcf87275f98d342510fcbc04bd3100	1	5	
0x9a95bb8023e7a8ce511a4d9f8bd943b915e8c042	1	3	
0x58d4430b0ad160d73f98d4c17bbcb723e8e08b91	1	0.96	
0x0ab915c7d89a4a717b367c8a36bc38ae6aad9493	1	1	
0x58e22c06e26166ed9dc7c480b16086b09763d576	1	16	
0x9ae5763b9c632f235079e62d4c25b98582edc9a6	1	1	
0x048f47ec249a00219175530baa5e9664bd34e030	1	2	
0x9b152ee5a331611b4a0a86bcc8de307e9ec476dc	1	1.215	
0x5928175e934f8ce963019dbb48ca88fb38c9624e	1	5	
0x9b2e4c482e0525d44df2663291a11b1af021346c	1	2	
0x594cbc67e5d9c9545f4ddb0b6c33cf39030b166a	1	1	
0x0aea4192f32e9e92d77fa32595a9778790d06c93	1	1	
0x59588032dff28b8da9d7c9226587e34cdff765ff	1	2.088172638	
0x9bbde356dbc8bafd6af10fe1b4886324b312464e	1	0.6	
0x599b8cb4dd2b976c51ab920dbfa3b888a290c5f9	1	1	
0x9bf6262b4d5159025acd795627ea2c02e990cf92	1	0.37	
0x59bc0ab3d489198f9aa56495fe6890aaf8f6bc8d	1	2	
0x9c0cfd982537e5afd58803f238a58be13597feba	1	0.34	
0x59beab417e942b62d95c5f2dbf66cb177d35155f	1	2	
0x9c1a1337210c8ba862efa5bea4c5d4af57d8defc	1	4.92	
0x59e5fe8a9637702c6d597c5f1c4ebe3fba747371	1	1.9	
0x9c76e31d79da7b3c4094a137d5509d66d5f60ba8	1	27	
0x59eaa39805109c45538646bdfcc2e5f9654dfdab	1	1	
0x9c959637a1c60ef6601184859d785c3ac8a48760	1	1.126	
0x5a1495fab6a150d9d0989b49e69bcd24f5fc243d	1	16.5	
0x9c9ab383b67d1922dc59f1f9b975f93ffd257629	1	1.21	
0x5a205fea948cb43b9f11438d439b23cb54efc2b7	1	45	
0x9ca0f3a35fbe16a300e5d541e02d96ef1cce3c7c	1	0.998274598	
0x5a4d96ec174d03b22e40fb2ebbab95854838816a	1	1	
0x9cfa10422a5da37c15aabeec39963c3a23481d4e	1	2	
0x5a59a7dd45382c485648138f613e83752f927559	1	19.77	
0x9d3a9af193ecaf596187c2c31358957fe27c38e2	1	12	
0x5a72a9419138ba5c0b6a67dbab76bd6b5d86f460	1	6	
0x9d931d8268b27745afc94300a5330d7659c02f80	1	1.046	
0x5a93a4b6d1665466adb6795a386902f5291eac3e	1	0.4	
0x9dc6500e028f428870535deeade8e3689b31a6be	1	1.5	
0x5a9f54d3c53f95355094e8c04bef3ccce534b648	1	4	
0x9dd3c9d2308c1b5e9f903bbafc62266a9592f058	1	2.5	
0x5aa4a44a981af10cac8c27128401ba2c8376362a	1	1	
0x9e12cbda4afee9a30b90f30ce6b0a39e123b4bbb	1	6.589559	
0x5aadc691361352e3852df56a2c071738b435f590	1	0.07	
0x9e1cfbd05e7d9f267501343ccbfdda724dbee490	1	5.381627736	
0x5ad5f38279401441deca28e109c25ecaa86edf45	1	0.3	
0x0b435d9c160720e2b103a60b29c0e028e6349344	1	25	
0x5ad78f6df559967da3c98f86146272cdb75aaca7	1	1.987046	
0x9e7f9078765885176cc9e700b8d0c09536ef8bb1	1	1	
0x5aebae5545939f7cf3a8eb2a1c41452925af938b	1	6.25	
0x0b6c0c6b6e049f567e9f7aa4ca04add4cd022abc	1	1	
0x5afcbea342fdcae926728fd78dd1493ea9637c5d	1	2	
0x9eb141f16328d5038dcda30c09510c9845c3590c	1	1	
0x5b0abbd37bcebb98a390445b540115f3c819a3b9	1	0.15	
0x9ee2a674423cc8b6d29b31bfd5a4d716496292e3	1	4.5	
0x5b2584274866c2431a32acf035179eb4e77b5441	1	2.5	
0x9f27072df6f335a558f7d3eb70d299398ff71c72	1	0.3	
0x5b4d19492257a70247592d381950a8d055bebee0	1	1.59	
0x9f368c2ea94dfbba676f94dfc8ec88c25c1a3fd2	1	3	
0x5b4d2bf360f5c5681c8731392bcae4ea194c718d	1	20	
0x9f6188982a4cca2809dbfbd5870eb01dac5bdd16	1	2	
0x5b5e6300b772f2f59ce9ca5defb78723d9cad998	1	36	
0x9fb1134c26a93f61d9de424fd4c73fe6ef017308	1	0.1	
0x5b85988f0032ee818f911ec969dd9c649caa0a14	1	3	
0x9fd24846742a6cb61be69fa9688b90446a2ab3ed	1	0.1	
0x5bd727ea0e293a2ec3295007cc7ca5517439f7c8	1	270	
0x9fd6e99b51df36c6cc312ea7db3581ac694e4338	1	2	
0x04970813693bac1741345b916bc884632d1f2d39	1	0.095	
0x9ffeed092ac6b5065751726acff7d866e9b82483	1	3	
0x5c62662ae451b9dbf1a4c8cc420de2083ec5c126	1	0.6	
0xa00e963355d7e9fc3861e9e587426a9bd02cc952	1	0.1	
0x04bb0098a9b82b2c7f7bd3cfc80b171ced3b0668	1	1	
0xa0174e7f0ecff9d9a437518f07fc4719289db68b	1	0.13	
0x5ca16a1e4b7eefaa08536b0eeebbc6c89dcac161	1	0.5	
0xa0311743c71b06c387dec9c48772cea39be1a2c9	1	0.98614	
0x5ca7efc104198b561c4c78b542b4106b1dc1c504	1	0.499096225	
0xa05cd84ba613df8ade25c4d4b481260657879faf	1	4.8	
0x5ca9e9a38b9e98134ea94047c6b1e46214f78430	1	0.05	
0xa08f84e1ea177aa8900d238716c72b999733d92a	1	12	
0x5ce1b2f175d37cdbb0dd394ba5eca9da5fe5eeef	1	5	
0xa0ca43765c9233d707373f5e25c8cb3a559ebb9f	1	1	
0x5d0d5a6965b65bb17640a54a8676923217fde46e	1	1	
0xa0ed0cc65fd2178536a06d0e9b7a01007c9c1713	1	0.32	
0x5d2c9e932522eba0c922b3c9f4be786deb8f8af0	1	2	
0xa11e9990274587682601c9c9e16a4524fea5e2ad	1	7	
0x5d3c4a2bcc4b19529acf4c275549324c9aed1b37	1	0.2	
0xa16840bc08c6d03925939b36d40cb48fe982d028	1	0.5	
0x5d5699296d79777beeb0e3fabe2b3ed415c64797	1	1	
0xa17a93dd3f72c999144f2f7148d5c304b878bb2d	1	0.029844407	
0x5d628e277b7fba3b6db5783987b80dc48f4320b6	1	2	
0xa18a5f51643e4b8bbf833fa101a9bf0b29163ed1	1	7.01947919	
0x5d6def902b8bfc2aa797e84ecce30120bf0b3184	1	1	
0xa1c61d03bf83b25e7c8edb4fe1b021bd4bcba349	1	15.5	
0x5daa1388ab4f4bc474f4d569acb6ddf0b2d38505	1	0.04255178	
0xa1f5b1ef4cfa3ef7350c1439a923ec00898d0cff	1	0.979339326	
0x5dc7eb963d47aca73c410a41158812633337509d	1	21	
0xa225b78e4e8a183bd18062535626cccf19ee0852	1	2	
0x001cba238a93d7d02d37737e0722a4ec4d3a7684	1	15.30191162	
0xa25f83ba6b0306d46c60d0b26535c14bc50b0e06	1	1	
0x5df4d93fd94fd322f5973daba537b13feb408a0d	1	1	
0xa2ab82999742ce4e1482c817cd7ed31b9d22c163	1	0.9	
0x5dfba1ed509e9fa915c8b7a8557c22ff67f8d827	1	2	
0x0ba66dbe19c72da608568d11e27ccb41a015b86a	1	2.652841	
0x5e053f8d4ef8318c9a7b7bb45bd87ae8d6af0e7e	1	0.207274598	
0xa2faaed6cd66d2783c39ffaf1d795a5ec9aba2e3	1	2	
0x5e12db74c413c106d742e647a198baa10f2a2644	1	3	
0xa30d8bdf68428283ff5ced6468bca0ec2073f499	1	8.6	
0x5e16ea121ee64b0eb6193711930ad851cceb1d5e	1	30	
0xa325bda6d2c51e2dd6f051dd788655ca70404656	1	2	
0x5e20709e7c9e5095b85d53fdb00c960b6ccbf444	1	6	
0xa335d5bb8e7d2bbd242bd1b53bb0d9ce36c4e214	1	1.5	
0x5e2390df5a1a3a1d996483efc2511018d1db3913	1	15	
0xa35c9654adb4ba82d4df5cdaf69aecfdd7eccef7	1	0.62	
0x04cd8ff0b256064790ac7b84fc90d49dbe848284	1	1	
0xa37802bead5a3620138e449bdbd24fbf768ab09a	1	9.99	
0x04e701013dbe6fae07e04d3fdd42be7617d3ef04	1	5	
0xa3a1fbef359fd5f48f15f22229bcf9143cac4fd4	1	0.05	
0x5e5d40c62ec55545c5eef0049976aa2e48be1dfd	1	0.1	
0xa3b3955d163bf5aa6f2dad55da39127b3a4f9ca3	1	8	
0x5ea28b8b38ff9e669d26a9ba5efa791ff46c56ae	1	0.29	
0xa3e0edefdb40e20eb4c5c203b41aa4ee2d6a01b9	1	1	
0x5eb1ca2d9d250ffad144c7b6f0191fafc97ae1ee	1	1	
0xa45c6b51e4ee47085f72b4714f421434246bdac0	1	1.4	
0x04f030fd09c68375fcdae3e8d7905e169a722dae	1	1	
0xa4708c8deed1f825dfe113ccc9a54cbc4a5d0578	1	0.1	
0x5ef3436f2c06d03bb44fbf6366a7d1fc2a20ba56	1	2	
0x0c6f986078f1f760f1a0b6d227192879e977427c	1	10	
0x5ef44747ae2451b8c47ae8b48884c2e857f3e6a0	1	0.3	
0xa50d9221452b0e8d8fed126b4ac8f8e4f3144553	1	1	
0x5f39ae63c2f9e0bae1ecafb001b98f0261704620	1	1.5	
0xa54ffa43d11698bc300d924781518b71dd10f0a8	1	0.05	
0x5f8b9eee60102d928dddce7ce300a3945efa3d5e	1	2	
0xa5710cdbeaeb2c1993dbaee515407a31231bf41c	1	0.51	
0x5fa895363ab7556bb48b898a2ddc5d01a851cb34	1	0.5	
0xa5defd25470b718b4084787c19c4f55898b03ec3	1	0.96	
0x5ffc4e8133755b50daaced2b67b2b302af0f64c5	1	0.1	
0xa601f72e104e74b5ecf7e07b065e6bfcea43f3fb	1	56	
0x6018918ca9b3a3cb9131629b2d057f7261e8a0b5	1	1.89	
0xa630498926de93b71404180f5adaf6405871808e	1	2	
0x602f8b1784134b528ad0126341d365399b12cfe0	1	1.5	
0xa636ea9d21770918a72b57e4d7c5eb163e244713	1	2	
0x6065043d769e88421e2592472a2394d4b5ca1b44	1	8	
0xa6650cf3260eb48928f75f2d505bfd57575ad422	1	0.4958	
0x606a6904ccc9e04c3deb776a89f8f42fb87a14e7	1	0.5	
0xa69ad697aa7f577cd2dfce7f3947d122c17bb3bb	1	10	
0x6077e02cdd03e1a1770c7ba0bf789cab6bb7fdcf	1	5	
0xa6e4d6427721741eb8a75ed299f660529b178f24	1	6.2	
0x6078f124da161e042b2b4bcfe4c19413d66f1616	1	1	
0xa71b1702a454d5226549c17bf55781847336a0a0	1	1	
0x608a8f13b19b7b6c5e504f590256c524f15dbbff	1	4.4	
0xa73705828cbbd40f3a739250757a22df438d9d45	1	1	
0x609723885766759aaf726c241afaa3fb82a3580a	1	3.9	
0xa7601b3d425904284de74186b5eccfae81911c51	1	1.1	
0x609e007ef5a338620359eacab0b18f67a6c34d03	1	0.095	
0xa77bd479e5302dcc102d6f8a911dbde28dbeec30	1	0.085	
0x60a557cb890adea291e24eccbf9466992c64ed3b	1	0.1	
0xa7a56fcc8119106d03ba73adc9aa0414f5906095	1	16	
0x60b1f440ee5127ddb040e590ec86c41c5c643c0a	1	0.6	
0xa7ad15fd9e3f557c811548630a3961875c8d94cd	1	1	
0x60c8ba31e4baa8d9e2573f29768854c133c6ae38	1	0.18	
0xa7e78a15619259340f84b9dbc1be2c3e2e8382d9	1	0.3	
0x60cbf35fa1e54b0f34ce82e8bcc7404d3ede0f15	1	4.4444	
0xa82adf9927ec4f3dc2e3baa19db0a6d4f1bac592	1	9	
0x60ddfe97e0c12d3ed0a081c982492ed99adba93d	1	0.5	
0xa86d7c2fa5809d592f5ab50ab209c77df67b5982	1	0.35	
0x60e00e318f3148c582096ec2d1433128fa02c445	1	0.32	
0xa8719fe0efc92c3bb6f736da47daa3360f6342a6	1	2	
0x60e4de1de454befe59c8d78651a9899994d501f2	1	1	
0xa8bdc33dd6ee3520995675c15083ad8db68de8bc	1	2	
0x60fcc6371f16dc925d47ed035de4d91364cf6e62	1	1	
0xa931037c9f8c522704c1d27fc577565f42ccf45a	1	0.34	
0x611c99ff8133ac6de639af71cf6acf2d01ce4eaf	1	0.05	
0xa96cda4f522b8ee06c23532ce576e7df52fd20a7	1	0.1	
0x611d3d07c82f8f7c552e1f66c4dac5a9f2c9e30f	1	11	
0xa9ee7a7f0c908b7f5fd947e0da8f392ae03a1018	1	16	
0x619dd1f4cc016dc0e036a792032c1982b790f46f	1	4	
0xaa4ec44d6a3410ce5075059e71a22286a4df6b77	1	0.3	
0x61ada93ff35701231b3bd2a0de83ee88616072fd	1	3	
0xaa91b5f17997de3469c02500a9299697843e2b3f	1	0.3	
0x61ce7d224b32246d6b2c796de783fb79c24fbc7c	1	0.055	
0xaaac1dc9ef0037e2b2ab7b8ee96dbdc892983147	1	3	
0x61d926e4c5d370ed1ebc44a7082713b1d97a3638	1	2	
0xaae1cb04c830fa907210355c0dcea3118b445bb0	1	0.5	
0x61dca55dd014f2230ea0b40a106aa34b71037cab	1	3	
0x002bd795cf3f28f8ef503d5283facc8e168d0066	1	1	
0x61df597fbb5a841efaa2f47b3e5b7088e6048edb	1	2	
0xab0f88d49a4c80fbada18715c7233373078e6cd9	1	1.7	
0x61f2e98460e3933c8928b7669cbce01f10028e36	1	8	
0xab3a03843775d95596d655c2dd72e1de8db9b44f	1	0.27	
0x6233ff22e5f37ae982111a6776ea0891b9412c3e	1	5	
0xab5764befa760d59f0cb9048338163110bd8698a	1	10	
0x623f4f02fefbd76825df3e03c202af0808144f8b	1	1.4	
0x002f331dd9949283c6f9f9b1833dfcdcba874740	1	23	
0x625a5b37fcbd55ca6bd1bd6b9892f16201bb5185	1	2	
0xab96bc9e9f5be7443c25f90c8c174a26fe10dfb7	1	0.7	
0x627b28f6edaf9c2711d35d121e9e7e35ef47e2c6	1	0.23	
0xabce3024a311dbf087de2cb9bc2a22ebcc078dfe	1	9.8	
0x627bd5cd4c8125541b27c9f38f4d0224acda3acb	1	8.2	
0xac12ce4f592c7ca32fee6c5c52377ac58f662297	1	1.8	
0x629a49775d503f2354ccce14906d6a270b90a2e4	1	5	
0xac364da81a79cf1b9ef93a6b6ac0e68d7dc01b6a	1	0.5	
0x62a717b2b56b6ab3ec5e823ec357706ca6586774	1	1.04	
0xac55d7f379fe73db94703d1fa67b43e1e1404c23	1	4.998274598	
0x62adccebb1c019509a64e3b120db4e9a0293b08c	1	4.05	
0xac703c49a1b9f8be3c0d3f3a8f05528c15546318	1	3.3	
0x62c834e8428ebd7ada1deeb625bade6a96c15311	1	0.290547074	
0xac7ebe2bd33d5113cf7abc1f0f10c2cc6c9929bf	1	0.5	
0x62fa1da3d5fe0beb924c5f1e8cebdf5c9f9cbca1	1	1	
0x0cb65301a12f02c47a592df1313346db7e5a0d4f	1	0.01	
0x6309a9c202aae111ad173f07bd7a3d68fc012a4a	1	0.99	
0xacd38ee25e59cad1d7f4964e1d448e86f4c1ea7c	1	5	
0x6329bc728290ab5b95ee9ab5256de0447e88c4c5	1	1.13617515	
0xad0db2a6dff7a2e18cc7ce007f48e53ddc8468e2	1	1	
0x6334e75ed6e1a3253c1b159362f7644134a496c0	1	10	
0xad6e4b8fb5d117a161820b9658bca04243393bbc	1	1	
0x6370beaea0e8e753564896082acd40f8d40858f1	1	0.34	
0x0031c779973bef64ad9bf435856b02ca317a8a54	1	4	
0x63d69c77200ef0d9472023907a98faf84728051d	1	0.5	
0xad9d64710b59a0599d9f70cdd2df661f81d1c5be	1	0.25	
0x04f5d73b491924662dda3485231641b925a25d40	1	3.24	
0xadd8634802e4abc1a260a8c04496932d03dc968f	1	0.99	
0x641319ec9c71f95cfe8eceb0dcc7d89e1d3c6526	1	31	
0xae0578a6c8518a80a633dbb4a69544c6769dadea	1	2.98	
0x641358f7ffdeebf741b37103a4932d81d56ddc1c	1	9	
0xae1c4739f221ad387dedadabf72d2992a239e083	1	1	
0x6413a902c1b1af628a7959d582d3d34ede209e1a	1	0.5	
0x0cf0c570df60144fcb87c20b7bd2e7660aacf13b	1	0.32	
0x6428f9fb92c4d8e9341a38a6571da73c0783ab26	1	1	
0xaea945ae592e7b052e21d22f9fdc88eed9d330b9	1	1	
0x642fa742316ba8cab801f5ea223d02c7a1cba0d4	1	0.465556352	
0x0cfacb9db42aed4d02ac7f547562e4fef90dec45	1	2.2	
0x64774b3684a1a02760c3dfbaf3679e9a0333ab76	1	0.102452978	
0xaee3ebd7b21ba30d306748d2175827e51c4d0a31	1	10	
0x648c79d95170570059b6952591e8e5d928f27f4a	1	3	
0x0cfdc52dff8914478f4d3e9d0aee4e90ec523906	1	33	
0x648ec6c1d8e1c155248bfb917ca269e0bb4d81fc	1	3.5	
0x0d228ef1e58117a07783f0c17ba1faa7aca9516f	1	10	
0x64919c3d66f3c9663df3a42ea6c92b656ccfbc7d	1	3	
0x00350571bbb0e1702ea2bab6e067db6be814bcdd	1	4	
0x64abbd483f73c804861bb85160c437bd0073d2f8	1	2.1	
0xaff403d5448808f3182284f4e64cbe75882cf9de	1	0.98	
0x64b7385564e75d5c749d1498193b404bcd9a0315	1	0.713	
0xb04bc783959d839056b297b2b6cbfc6362ad226c	1	1.9	
0x64e229eefc68b7c9f412b841e26d6a4ff512e3e3	1	14.9945	
0xb06164eb518df2336db60e43e16d0e4d2cd6ad31	1	1.23	
0x64f46d47bc72b1b8d2ec570eba0d077f7cba9de1	1	3.1	
0xb07415b300e639601c1e826e07f24b735a2b1bd8	1	3.09694898	
0x64f945ece9055a6cf7762bf67ee82f695058171d	1	1.5	
0xb0c40fe5c13c336823e6907f61b14eccf5614d14	1	2	
0x650ea9c3cd00b2f5df6cfc14f5e0a70ee04dc5b3	1	0.11	
0xb119f3f7d3e880c6c9b3af2450c15c264392379b	1	0.2	
0x6513340c3b112dd3a8d421cf6af60323560ee244	1	0.5	
0xb1800fc989bef3dcce925f67e693e7247a2e4492	1	0.044077634	
